time_min,0.0,11.265,22.512,33.802,45.115,56.427,67.739,79.053,90.36699999999999,101.68099999999998,112.99499999999998,124.30899999999997,135.62199999999996,146.93299999999996,158.23599999999996
0.0,192.062141,179.281212,172.301201,142.569065,134.417903,117.392815,110.373846,104.761375,99.291272,100.228468,94.061946,85.051519,84.23164,93.219487,91.472584
5.0,284.265733,274.888559,245.233808,224.666764,204.481048,180.966077,168.261147,162.816767,148.644611,147.7556,150.685427,140.930091,116.682083,125.769471,100.966229
10.0,271.282023,250.769903,230.44681,183.687425,177.744051,164.876307,166.479271,150.292059,135.983405,136.552161,120.640556,118.544421,117.174283,112.311701,118.694441
15.0,262.640575,250.687113,205.098878,191.769538,173.217923,159.863658,148.311726,128.648365,131.779392,125.738146,140.716415,130.998406,130.886006,122.397572,152.239793
20.0,1029.536886,737.093144,490.689975,233.222833,190.141398,178.722052,163.39591,155.668496,147.276796,147.382821,137.261759,147.920408,115.101565,132.253925,132.778237
25.0,19197.406822,16129.916245,16282.59174,3615.790593,1372.489232,429.70069,221.645342,204.313793,161.831564,174.081164,171.503383,151.185721,153.513531,164.546284,174.317716
30.0,68255.918418,67958.709247,88466.692785,28002.308283,15174.040181,8737.473082,3406.763371,2182.134773,527.900643,261.249882,221.182819,170.705596,188.795024,168.549583,199.972986
35.0,130931.114481,144987.824123,235161.900591,96385.862833,60262.955151,41108.479198,19977.289403,17222.598657,6090.080283,1841.928362,664.059753,299.172237,197.070998,223.0944,199.374707
40.0,179665.797315,210421.597411,391499.431661,196993.93798,138259.805535,107130.147386,64255.286899,68079.867387,29498.738925,11151.664913,5473.823778,1999.605717,872.260284,401.66396,276.2423
45.0,211228.626165,252756.345279,510747.748257,293055.283064,220168.24611,184952.364081,130435.852952,167815.436268,84593.850151,38947.598103,23961.538177,10899.081248,4899.234933,2454.946105,1109.93314
50.0,229968.680201,278488.80236,586578.097545,367267.510356,289712.252134,250038.646632,194155.093619,291574.326659,160388.375044,86966.554025,63489.85261,36678.171698,20645.488836,11884.954699,6330.821056
55.0,243114.808191,292699.787745,629487.005934,418496.127351,338130.235458,295700.752048,243900.563217,411905.871683,238149.138861,142296.561389,115883.535743,77834.183354,51615.188716,34840.367828,21520.737322
60.0,251611.876859,299239.727246,654890.074847,453175.443519,371202.212462,324538.01416,278502.386915,516725.769146,304543.657367,195787.13073,168347.575231,126591.687025,92986.424764,69446.215815,49234.210626
65.0,257698.713635,305579.112637,670006.946403,470093.427968,392510.497758,342665.617848,300976.819113,595559.809744,352636.845681,237809.304092,215616.038217,174524.24183,136929.126873,109736.367268,84724.770868
70.0,263746.764181,309073.573289,673411.824412,484014.530669,404455.883352,354565.934981,314355.601938,656691.085072,386035.716531,268689.757824,249977.830682,211881.243643,176600.30452,147780.881573,121679.716611
75.0,269981.880781,311499.111744,672401.262808,487034.302071,410976.477877,360497.546226,321417.627157,705788.894086,406995.357032,289035.250922,275069.294678,243392.89934,208298.243235,181439.414948,154566.044214
80.0,277125.217049,318368.947641,675494.876254,489625.139837,412525.97885,361010.526592,323690.005771,741261.734004,421524.030272,303826.489349,291110.381574,264895.884726,231639.990549,205117.586358,181947.714306
85.0,280906.324687,320379.220481,673174.748494,493200.365793,412735.5151,361187.891351,324475.929609,766097.956309,428935.701002,313579.521223,302059.446423,279840.259954,249154.240346,224779.174616,201915.230014
90.0,279796.333644,320837.686592,665973.38539,488376.557692,410305.909154,359079.836634,324070.503026,787541.133827,434421.37684,317177.38146,306630.417389,289494.021115,260479.423585,239153.837343,214384.768345
95.0,285123.503618,320445.018815,656523.58688,480766.993942,403997.988591,355103.555812,323129.752019,800334.831884,433948.214589,318217.242493,312788.683249,295623.72124,267605.169169,243774.157272,223946.114259
100.0,287598.851491,324523.098528,650228.589619,478193.911176,399629.799547,349365.762695,318061.341761,807960.000796,435442.988412,318830.158469,312491.047327,296637.370121,272245.849684,250417.898598,228029.513563
105.0,291946.074856,326137.924092,641566.100564,468432.585311,392645.313269,344744.664259,313974.704618,811555.924483,431312.466052,316190.156781,309353.405197,298640.208791,276281.981174,253028.557693,234982.864261
110.0,292752.17027,325670.675243,637940.978409,463386.958787,386453.122891,338326.725101,311562.085055,817589.897765,430546.480606,311083.922928,308395.274506,297365.474066,273477.417845,253210.341234,235622.129864
115.0,297264.855806,327224.599777,628213.528053,457109.657679,384360.019855,335879.013814,306471.406129,819594.880061,421848.084999,312034.983648,302957.594451,296654.490231,272402.605326,254376.222381,232878.435137
