time_min,0.0,11.114099316083704,22.22819863216741,33.36632897463755,44.5446687259199,55.723008477202264,66.94179067679133,78.19580094779174,89.46362178285125,100.75250053767681,112.03180384513453,123.32055901654977,134.6426752944986,145.99371297103485,157.3447506475711
0.0,5177.560469,4053.243738,2949.261571,2076.415569,1456.94246,956.598781,619.017524,427.565678,298.666888,192.898748,151.896232,165.744915,167.427094,187.903465,244.573743
5.0,14118.372414,10992.119101,7888.642639,5423.297461,3632.117127,2326.82865,1350.64727,816.115592,488.984949,338.089818,246.044358,171.249478,164.915214,176.074164,204.694637
10.0,14064.303832,11045.71651,7899.430499,5341.200536,3510.222097,2213.868445,1377.408136,798.635071,450.403541,317.095279,220.009773,163.282595,167.423824,148.936054,226.800516
15.0,23892.214581,15189.41059,10178.286452,6374.102917,4080.223319,2329.322605,1411.869006,809.94518,480.412179,323.978788,213.327785,196.340417,162.455471,174.817125,289.766647
20.0,68778.356772,39556.367018,28932.581999,17878.140308,11026.215694,5116.327218,2811.937948,1333.661004,625.321172,398.696067,231.273376,218.269585,214.126036,195.82987,204.2143
25.0,123790.477323,77142.774142,64853.69134,46859.805309,33026.721634,18550.455008,11228.686566,5801.510574,2628.285171,914.190818,406.695256,278.176491,228.515649,250.378428,289.348499
30.0,161936.787265,106516.82232,98570.037023,78966.681682,61214.446111,39099.141541,26642.458151,15519.549962,7823.509854,3536.589743,1333.740046,628.401891,344.274642,264.150926,323.21853
35.0,186730.727652,126047.210689,126292.085395,107911.617228,88389.294078,59887.609821,44493.178323,29484.015464,17020.191782,8486.414976,3521.917352,1833.174872,797.724619,494.149278,465.649183
40.0,203573.785518,144887.367847,150121.872882,133857.602955,111725.148179,79048.649369,63353.96533,45633.579308,29199.349802,16130.948812,7488.818506,3943.419688,1768.771975,1236.874429,783.144862
45.0,222559.425778,161958.730836,173246.24938,162609.166594,137763.966513,102089.853687,85560.083584,66271.986005,45758.170321,29267.161037,15138.415918,8279.948488,3706.415553,2347.694795,1373.866723
50.0,244310.143482,182895.641426,199305.705355,192444.380164,166923.413276,130001.294043,113994.923484,95558.340203,71668.72751,51313.909185,30726.114402,18258.82311,8817.01288,5166.479982,3547.510923
55.0,266032.134321,205362.748304,226086.468971,220524.577189,197668.626303,160248.666273,146909.40472,130249.4052,104532.796161,84726.72408,59704.026143,40091.131843,21110.289826,13014.480728,9383.725275
60.0,282103.51018,223495.240322,247210.65004,240540.707962,224914.450632,188747.936719,178664.986184,164832.755103,140463.039411,122398.889928,98468.066262,75444.511067,48178.518885,30798.481344,22749.015475
65.0,278372.616203,225308.540689,250970.381636,244516.098898,236139.15573,209143.24979,200677.939943,192971.349536,170190.953285,156099.514803,137614.033262,117036.717706,86124.455005,59773.604322,45831.348825
70.0,266308.576698,213896.075993,237898.430649,230415.588406,226546.260482,211692.876857,207369.213143,205003.974991,189038.308526,179263.962163,167138.253513,154946.008284,126910.505534,99625.933733,77399.833423
75.0,244784.698823,196529.022715,215764.163081,206964.624946,205743.133015,199807.933264,196090.017051,200423.906737,191950.536389,185239.418601,179665.915305,176635.903753,160335.409471,135990.393882,112738.456991
80.0,222946.916459,176290.075892,190672.732235,180954.129785,182180.073619,180748.860879,179816.001066,184144.619603,183808.556643,182552.858348,180404.179699,182832.148042,175739.292139,161116.767483,142865.587779
85.0,201409.142834,157694.864361,169417.30269,158132.69068,158088.702691,160426.667267,158794.444816,162604.957736,167317.619659,172071.052067,171233.868062,176134.897136,175871.38557,171290.397512,161264.764716
90.0,181103.565495,139163.633137,149770.558627,136079.999572,139095.773438,140390.215686,138255.834266,141466.123177,148194.506759,156800.562142,157982.306747,162942.782571,165795.265046,168698.379709,167320.387953
95.0,160789.003106,124529.202791,132134.447381,119058.984366,121479.68955,121903.769064,118215.872176,121839.387966,128881.357182,139234.76283,143728.714409,147349.009749,151261.087938,159370.210583,162753.279528
100.0,141734.980037,109691.586068,116652.818635,105540.307701,108140.086205,106080.505139,102959.458275,104769.084458,112600.475411,121767.641162,126586.777865,134977.452379,135790.950889,145421.570854,155444.165682
105.0,125399.052905,98806.42382,104584.436643,92030.210951,95710.158895,91088.507378,88558.110975,91498.661683,97032.912905,105828.962067,112287.64374,118436.048135,120049.275012,128433.792008,144329.013722
110.0,116125.803184,88179.482512,95054.667732,83021.152652,82880.334144,78904.281676,77636.85052,80048.34393,85926.858585,91056.742839,97825.656126,103690.520474,106508.527308,114970.221464,127800.057814
115.0,102370.832402,81896.770535,84202.075562,72986.72243,77330.225718,71004.040411,67021.89046,70801.069638,76544.090885,81055.290682,86610.468593,90474.348508,91023.201156,101209.690783,115503.895186
120.0,94288.674333,74698.964307,78227.47182,66618.219753,68075.1834,62530.249495,61850.987735,62189.173258,65376.081776,67623.906096,75643.59796,80312.772516,80073.983406,90024.272534,103003.087336
125.0,87566.922994,68446.250589,68906.048004,61822.754115,63110.816847,57926.728664,54158.138344,57390.654595,59292.864035,61288.702619,66432.923735,70580.281264,69104.770342,77439.118515,89103.705088
130.0,83065.661992,62214.327267,64453.240401,55387.253868,57195.248561,50831.082383,48827.136236,50624.195561,53726.660835,55049.230189,58842.096051,62574.63578,63978.289238,68628.65806,77847.511992
135.0,76333.341139,60953.508573,58785.001523,52334.516585,54679.106852,45940.440682,46864.996385,48466.605398,48875.853561,49478.099407,53761.247929,56656.850783,56301.229782,61223.210752,68960.558722
